word_POS	concreteness
придерживаться_VERB	-1.300609369
создаваться_VERB	-1.300299676
разделение_NOUN	-1.300197757
укрепление_NOUN	-1.300049357
смешанный_ADJ	-1.299747599
злоупотребление_NOUN	-1.299368037
результат_NOUN	-1.299234178
недружественный_ADJ	-1.298107647
среда_NOUN	-1.297446968
пермский_ADJ	-1.297267012
рф_NOUN	-1.297170954
предварительный_ADJ	-1.297167517
квалифицировать_VERB	-1.297083907
риа_NOUN	-1.296988375
угроза_NOUN	-1.29695741
овладение_NOUN	-1.296774846
регламентация_NOUN	-1.296562697
прекращать_VERB	-1.296223607
увеличиваться_VERB	-1.295896796
онтологический_ADJ	-1.294397176
внешнеполитический_ADJ	-1.294374861
возникать_VERB	-1.294148846
приоритет_NOUN	-1.293980793
призванный_ADJ	-1.29374571
принятый_ADJ	-1.293704744
субъект_NOUN	-1.293603292
относить_VERB	-1.293331671
специализироваться_VERB	-1.292385429
приравниваться_VERB	-1.291303692
восстанавливать_VERB	-1.291303146
длиться_VERB	-1.291133938
недопонимание_NOUN	-1.290526988
ограничиваться_VERB	-1.290423025
оправдывать_VERB	-1.289678655
течение_NOUN	-1.288960676
потребность_NOUN	-1.288328353
оао_NOUN	-1.287620365
население_NOUN	-1.287514848
основной_ADJ	-1.287501116
касаться_VERB	-1.286297212
московский_ADJ	-1.285820729
характеризоваться_VERB	-1.285194089
некоммерческий_ADJ	-1.284866353
целесообразность_NOUN	-1.284683481
совершение_NOUN	-1.28463922
первичный_ADJ	-1.284472531
неконтролируемый_ADJ	-1.28408902
управленческий_ADJ	-1.283792258
неизбежный_ADJ	-1.283523448
безработица_NOUN	-1.283310327
исключать_VERB	-1.283284155
мичуринский_ADJ	-1.283255774
свидетельствовать_VERB	-1.283215725
определение_NOUN	-1.282883959
определяться_VERB	-1.282497389
взаимосвязь_NOUN	-1.282221084
направлять_VERB	-1.282156955
компенсировать_VERB	-1.282062455
подтверждать_VERB	-1.282019075
консультирование_NOUN	-1.281938201
неизбежно_ADV	-1.281395068
известно_ADV	-1.281119343
территориально_ADV	-1.281001261
успех_NOUN	-1.280766184
вырабатывать_VERB	-1.279281522
совместно_ADV	-1.278719573
относительно_ADV	-1.278626352
рациональный_ADJ	-1.278561236
опасение_NOUN	-1.278087135
обогащение_NOUN	-1.277786586
предвидеться_VERB	-1.277540253
нижегородский_ADJ	-1.277540156
плачевный_ADJ	-1.276615672
происходить_VERB	-1.276534258
последствие_NOUN	-1.276119732
соответствовать_VERB	-1.275752158
участие_NOUN	-1.275462104
антропогенный_ADJ	-1.27486234
усиление_NOUN	-1.274564497
воронежский_ADJ	-1.274163119
объявлять_VERB	-1.273938452
просуществовать_VERB	-1.272597419
причастность_NOUN	-1.272530012
реформа_NOUN	-1.271702246
нии_NOUN	-1.271241968
кандидат_NOUN	-1.270988803
судебный_ADJ	-1.270907403
замдиректора_NOUN	-1.270234524
экономически_ADV	-1.270071755
предотвращение_NOUN	-1.269775087
проблематика_NOUN	-1.269691223
автономия_NOUN	-1.269414277
порождать_VERB	-1.269071002
передаваться_VERB	-1.268925828
приток_NOUN	-1.268672827
генеральный_ADJ	-1.267673726
типология_NOUN	-1.267668073
непосредственно_ADV	-1.267478791
овр_NOUN	-1.267418387
намерение_NOUN	-1.267396463
здравоохранение_NOUN	-1.266607762
высказывать_VERB	-1.266507538
родительский_ADJ	-1.266231265
экспансия_NOUN	-1.264835555
несовершенство_NOUN	-1.264683514
несоизмеримо_ADV	-1.264494498
частично_ADV	-1.264125229
предоставление_NOUN	-1.263772154
несовершеннолетний_ADJ	-1.263624327
одинцово_NOUN	-1.263083715
протяжение_NOUN	-1.262892146
изучение_NOUN	-1.262450944
грамотный_ADJ	-1.2623328
поддержание_NOUN	-1.262202563
исчерпывать_VERB	-1.262092347
новоалександровск_NOUN	-1.261703528
цель_NOUN	-1.261589587
заключаться_VERB	-1.261358435
районный_ADJ	-1.261132206
вымирание_NOUN	-1.260168552
планирование_NOUN	-1.260133358
индивидуальный_ADJ	-1.259536413
восприимчивый_ADJ	-1.259157121
ооо_NOUN	-1.259054116
настоящий_ADJ	-1.258740346
зарегистрировать_VERB	-1.258397498
причастный_ADJ	-1.257857245
гарант_NOUN	-1.257823823
деятельность_NOUN	-1.257820922
обосновываться_VERB	-1.257770344
оптимизм_NOUN	-1.257550531
прекращаться_VERB	-1.257330287
занимать_VERB	-1.256874629
наркевич_NOUN	-1.256752125
фас_NOUN	-1.256720876
граница_NOUN	-1.256142947
адекватный_ADJ	-1.256131889
польза_NOUN	-1.256053437
прокомментировать_VERB	-1.25588933
практика_NOUN	-1.255649913
ростовский_ADJ	-1.255176819
утвердить_VERB	-1.252713361
поведение_NOUN	-1.252696584
дружественный_ADJ	-1.252618498
рассматривать_VERB	-1.252457579
значимость_NOUN	-1.252230079
собственник_NOUN	-1.251801099
противоречие_NOUN	-1.251485418
доказывать_VERB	-1.25129563
благоприятствовать_VERB	-1.250782674
явление_NOUN	-1.250542855
целенаправленный_ADJ	-1.250528445
доля_NOUN	-1.249913316
понаслышке_ADV	-1.249536074
общать_VERB	-1.249393027
прорабатывать_VERB	-1.249359791
уверенность_NOUN	-1.249067169
лояльный_ADJ	-1.248919922
оценка_NOUN	-1.24880195
нежелательный_ADJ	-1.248502538
центр_NOUN	-1.248362972
заместитель_NOUN	-1.248201559
неполный_ADJ	-1.24797911
право_NOUN	-1.24782447
бесспорный_ADJ	-1.246963108
иркутский_ADJ	-1.246938275
конкурентный_ADJ	-1.246902554
отдаленный_ADJ	-1.246748978
преступный_ADJ	-1.246508899
состояние_NOUN	-1.246416737
сложность_NOUN	-1.245830642
республика_NOUN	-1.245735267
предвзятый_ADJ	-1.245413632
добиваться_VERB	-1.24534767
осознаваться_VERB	-1.245209769
выработка_NOUN	-1.244982631
ленинградский_ADJ	-1.244470353
иск_NOUN	-1.244352461
состояться_VERB	-1.244275035
занятость_NOUN	-1.243926485
упадок_NOUN	-1.243721261
роттердамский_ADJ	-1.24351039
виновный_ADJ	-1.24341147
ориентировать_VERB	-1.242739505
неотъемлемый_ADJ	-1.242620816
восприниматься_VERB	-1.242407383
проявлять_VERB	-1.2421746
ленинский_ADJ	-1.241769808
департамент_NOUN	-1.241719401
каховская_NOUN	-1.241530389
потенциально_ADV	-1.241523975
необязательность_NOUN	-1.241476224
дискуссия_NOUN	-1.241447889
многоконфессиональный_ADJ	-1.241393159
перечислять_VERB	-1.241238347
психический_ADJ	-1.241159303
отказывать_VERB	-1.240746432
замещение_NOUN	-1.240740987
культура_NOUN	-1.240430136
участвовать_VERB	-1.239842959
прохождение_NOUN	-1.239687416
совпадать_VERB	-1.239232804
несовместимый_ADJ	-1.239181479
изменять_VERB	-1.239104653
близость_NOUN	-1.238891451
фрс_NOUN	-1.238706275
продолжение_NOUN	-1.238694877
инициативный_ADJ	-1.238684214
самостоятельность_NOUN	-1.23866693
особый_ADJ	-1.237324257
ниже_ADP	-1.237181142
оптимистически_ADV	-1.23707841
политический_ADJ	-1.236806542
выражать_VERB	-1.236105307
очевидный_ADJ	-1.235865265
потенциал_NOUN	-1.235734069
свердловский_ADJ	-1.235476171
вынести_VERB	-1.235361372
учет_NOUN	-1.234838589
непростой_ADJ	-1.23450614
препятствовать_VERB	-1.233953635
вероятный_ADJ	-1.233934291
отрицать_VERB	-1.233874182
исход_NOUN	-1.233618423
расширение_NOUN	-1.233345267
понимание_NOUN	-1.233289667
неэффективность_NOUN	-1.232953203
наступление_NOUN	-1.232866875
раскрытие_NOUN	-1.232668283
целостный_ADJ	-1.232115379
делиться_VERB	-1.231515453
намерен_ADJ	-1.231380325
конференция_NOUN	-1.231376693
съезд_NOUN	-1.230721514
вялотекущий_ADJ	-1.23054409
удовлетворение_NOUN	-1.230383207
охватывать_VERB	-1.229952646
досрочный_ADJ	-1.229908647
орган_NOUN	-1.229538164
институт_NOUN	-1.229245014
критика_NOUN	-1.22916558
гибель_NOUN	-1.228976356
гипотетичный_ADJ	-1.228372962
полностью_ADV	-1.228344491
действие_NOUN	-1.228083059
специализация_NOUN	-1.227946633
расторгать_VERB	-1.22728239
двойственный_ADJ	-1.227118429
поступать_VERB	-1.226974409
существующий_ADJ	-1.226941265
всеобщий_ADJ	-1.226895687
беспочвенный_ADJ	-1.226676392
соглашение_NOUN	-1.226656154
педагогический_ADJ	-1.226517535
прогнозировать_VERB	-1.226373141
оперативность_NOUN	-1.226073421
нди_NOUN	-1.225893699
банкротство_NOUN	-1.225640099
вопрос_NOUN	-1.224843013
позитивный_ADJ	-1.224445524
феноменология_NOUN	-1.224318603
психологический_ADJ	-1.223939174
экспертный_ADJ	-1.223446545
систематически_ADV	-1.223139903
научный_ADJ	-1.223050835
краснодарский_ADJ	-1.222964391
соблюдать_VERB	-1.222390516
норма_NOUN	-1.222316503
временный_ADJ	-1.221947665
переноситься_VERB	-1.221674457
предполагать_VERB	-1.221099832
превосходить_VERB	-1.220768734
устранение_NOUN	-1.220631565
связанный_ADJ	-1.220457109
отражаться_VERB	-1.220262531
истринский_ADJ	-1.219862839
наследственный_ADJ	-1.219685208
ожидание_NOUN	-1.219587875
открытие_NOUN	-1.219500253
электропрофсоюз_NOUN	-1.219258858
характеризовать_VERB	-1.218576311
совет_NOUN	-1.218537326
подискутировать_VERB	-1.218405263
созыв_NOUN	-1.218352906
присоединяться_VERB	-1.217351546
многочисленный_ADJ	-1.217009
гуманитарный_ADJ	-1.216686939
спровоцировать_VERB	-1.216445848
возвращение_NOUN	-1.216325355
понижение_NOUN	-1.215952702
распространенный_ADJ	-1.215871727
массовый_ADJ	-1.215622539
выделяться_VERB	-1.215468212
несоответствие_NOUN	-1.214898979
согласие_NOUN	-1.214642728
еспча_NOUN	-1.214527899
качество_NOUN	-1.214452533
министерство_NOUN	-1.214312674
тверской_ADJ	-1.214172232
рубеж_NOUN	-1.213888249
возглавлять_VERB	-1.213541824
предстоящий_ADJ	-1.213511892
абсолютный_ADJ	-1.213188984
предприниматель_NOUN	-1.213137403
трехгодичный_ADJ	-1.21265758
интенсивный_ADJ	-1.212417536
гололобов_NOUN	-1.212342779
доверять_VERB	-1.212319879
оон_NOUN	-1.212304648
начало_NOUN	-1.212162574
сохранять_VERB	-1.211835249
правительство_NOUN	-1.211791053
компромисс_NOUN	-1.211410524
глава_NOUN	-1.210977586
дочерний_ADJ	-1.210783338
проблема_NOUN	-1.210666808
интенсификация_NOUN	-1.210625117
сфера_NOUN	-1.210580562
компетентный_ADJ	-1.210527638
нынешний_ADJ	-1.210378485
совершенствовать_VERB	-1.209675371
число_NOUN	-1.209479584
согласование_NOUN	-1.20901966
спор_NOUN	-1.208389607
общественность_NOUN	-1.208132348
нарастать_VERB	-1.207856431
повод_NOUN	-1.207761711
больший_ADJ	-1.207656654
крах_NOUN	-1.207563264
проанализировать_VERB	-1.207328577
руководствоваться_VERB	-1.207234599
доминировать_VERB	-1.207116384
наибольше_ADV	-1.207028346
всеобъемлющий_ADJ	-1.206993436
процесс_NOUN	-1.206494269
мурманский_ADJ	-1.206426101
исключительный_ADJ	-1.206399889
юнеско_NOUN	-1.206160211
пограничный_ADJ	-1.205759786
поколенческий_ADJ	-1.205544331
разительный_ADJ	-1.205426843
единовременный_ADJ	-1.205308133
единодушно_ADV	-1.205278116
осмысление_NOUN	-1.204906045
переход_NOUN	-1.204559696
обжалование_NOUN	-1.204458
филиал_NOUN	-1.204407691
следующий_ADJ	-1.20423867
уполномоченный_NOUN	-1.204172911
подход_NOUN	-1.204017203
решение_NOUN	-1.203831786
временно_ADV	-1.203729359
мера_NOUN	-1.203463766
хазин_NOUN	-1.203323363
складываться_VERB	-1.203214645
послужить_VERB	-1.203139274
скептицизм_NOUN	-1.202924906
находиться_VERB	-1.202659505
решаться_VERB	-1.202579777
удаваться_VERB	-1.202111392
недостаточно_ADV	-1.201905074
прив_NOUN	-1.201454677
копейский_ADJ	-1.201067975
бороться_VERB	-1.201022515
продолжительность_NOUN	-1.200991074
избирательный_ADJ	-1.200830626
ксенофобия_NOUN	-1.200601465
законодательно_ADV	-1.200061181
переселенец_NOUN	-1.19988787
витальный_ADJ	-1.19960765
прием_NOUN	-1.19958707
налаживать_VERB	-1.199235003
усугублять_VERB	-1.199135258
организовывать_VERB	-1.199128432
зависимость_NOUN	-1.198914636
заметно_ADV	-1.198876885
учреждение_NOUN	-1.198587956
сравнение_NOUN	-1.198365442
выдвигать_VERB	-1.198247119
репатриант_NOUN	-1.198106799
энергетика_NOUN	-1.197724482
вице-президент_NOUN	-1.197630913
концентрироваться_VERB	-1.197291147
выездной_ADJ	-1.196735119
омскводоканал_NOUN	-1.196684659
справедливый_ADJ	-1.196068806
указанный_ADJ	-1.195846874
балтийский_ADJ	-1.19571752
неосуществимый_ADJ	-1.195672224
меняться_VERB	-1.195502485
стремиться_VERB	-1.195404814
самоуправление_NOUN	-1.195161342
будущее_NOUN	-1.194796682
мотивировать_VERB	-1.194675386
надлежащий_ADJ	-1.194616568
нормативный_ADJ	-1.194160916
производящий_ADJ	-1.194121877
шереметьевский_ADJ	-1.193784864
распространять_VERB	-1.193603321
условно_ADV	-1.193344861
утверждаться_VERB	-1.192928355
арабоязычный_ADJ	-1.192879748
продолжать_VERB	-1.192873176
выгода_NOUN	-1.192676565
состоять_VERB	-1.192506561
неэффективный_ADJ	-1.191868627
обязанность_NOUN	-1.191521272
химкинский_ADJ	-1.191389693
специфический_ADJ	-1.191388336
снг_NOUN	-1.191371974
сейм_NOUN	-1.191049875
категория_NOUN	-1.191048655
вероятность_NOUN	-1.190293223
социализация_NOUN	-1.190000639
создание_NOUN	-1.18971721
российский_ADJ	-1.189660914
комиссия_NOUN	-1.189370192
нереалистичный_ADJ	-1.189305698
близжайший_ADJ	-1.189112435
арендный_ADJ	-1.189069125
переговоры_NOUN	-1.189029313
ощутимый_ADJ	-1.188947158
сообщать_VERB	-1.188803065
процветание_NOUN	-1.188786485
спад_NOUN	-1.187782433
эмоциональный_ADJ	-1.18755518
сторонник_NOUN	-1.18748856
выстраивать_VERB	-1.187452852
администрация_NOUN	-1.187336421
впервые_ADV	-1.187335938
нация_NOUN	-1.187334438
представительство_NOUN	-1.186942579
земельный_ADJ	-1.186907341
кризис_NOUN	-1.186623279
финансовый_ADJ	-1.186562411
формально_ADV	-1.185858582
отставание_NOUN	-1.185802702
опыт_NOUN	-1.18524923
структура_NOUN	-1.185037983
гендиректор_NOUN	-1.184569972
геополитический_ADJ	-1.184020717
совещание_NOUN	-1.183823725
корректироваться_VERB	-1.183758936
заключительный_ADJ	-1.183617494
претендовать_VERB	-1.183330126
вовлекаться_VERB	-1.183208272
ценность_NOUN	-1.183119688
обязательный_ADJ	-1.182849355
сформулировать_VERB	-1.182780356
сохраняться_VERB	-1.182757549
предпринимательский_ADJ	-1.182748154
должно_ADV	-1.182675622
собственность_NOUN	-1.182522885
прослеживаться_VERB	-1.182410987
агломерация_NOUN	-1.182396581
реаль_NOUN	-1.182365146
стабильность_NOUN	-1.182129701
альтернативный_ADJ	-1.18211573
перерва_NOUN	-1.181447796
определенный_ADJ	-1.181029084
умалчивание_NOUN	-1.180788767
идеологический_ADJ	-1.179933954
компромиссный_ADJ	-1.179775972
царить_VERB	-1.17954025
типичный_ADJ	-1.179486009
отмечать_VERB	-1.179481303
изначальный_ADJ	-1.178705753
введение_NOUN	-1.178609912
невыгодно_ADV	-1.178556276
расследование_NOUN	-1.178415479
достоверный_ADJ	-1.177893331
союзный_ADJ	-1.177250077
юфу_NOUN	-1.176887041
пасе_NOUN	-1.176733909
практически_ADV	-1.176651387
однозначный_ADJ	-1.176615248
логичный_ADJ	-1.176466897
реструктуризация_NOUN	-1.176252742
обладать_VERB	-1.176141057
устойчивый_ADJ	-1.175903538
осознание_NOUN	-1.175739668
